"FCDATOBENEFIC","FNREGISTROS","FNTOTAL","FITIPODATO"
"BALDERAS SORIANO",2,147784,2
"CLARK DEMOSS",4,147784,2
"DAVILA BERNAL",2,147784,2
"CASTAÑEDA DE BENITO",2,147784,2
"SANCHEZ FUERTE",1,147784,2
"GASPAR FLORES",2,147784,2
"MORALES VASQUEZ",1,147784,2
"CASTREJON SANMARTIN",2,147784,2
"ARMENDARIZ TORRES",2,147784,2
"LOPEZ VILLAVICENCIO",2,147784,2
"OCHOA CERVANTES",2,147784,2
"ALVAREZ GARFIAS",2,147784,2
"BANDA RODRIGUEZ",2,147784,2
"REYES JARILLO",3,147784,2
"SEBASTIAN PALMA",2,147784,2
"ORDAZ JIMENEZ",2,147784,2
"MIRANDA GODINEZ",2,147784,2
"TORRES MUÑOZ",3,147784,2
"SUAREZ ACUÑA",2,147784,2
"MURILLO MICHEL",2,147784,2
"MORALES LLAMAS",2,147784,2
"DOROTEO MORALES",2,147784,2
"HERNANDEZ NIETO",8,147784,2
"SANTIAGO VIVAR",2,147784,2
"AÑORVE ZARATE",3,147784,2
"MASCARENAS MOLAR",2,147784,2
"OSORIO GOMEZ",8,147784,2
"LOMELI CASTELLANOS",2,147784,2
"RAMIREZ HUERTA",7,147784,2
"CASTAÑEDA COLON",2,147784,2
"LOPEZ SORIA",4,147784,2
"VILLA CARAPIA",2,147784,2
"CARRION IGNACIO",2,147784,2
"VALENCIA GUTIERREZ",2,147784,2
"RANGEL GUTIERREZ",2,147784,2
"QUINTO SEPTIMO",2,147784,2
"DOMINGUEZ ALVAREZ",4,147784,2
"BECERRIL CONTRERAS",2,147784,2
"ENRIQUEZ HERRERA",6,147784,2
"CARCAMO PEREZ",2,147784,2
"URZUA GODINES",2,147784,2
"DE LA ROSA BARBOSA",2,147784,2
"SANCHEZ ARREOLA",5,147784,2
"OLVERA GONZALEZ",4,147784,2
"ARENAS PLUMA",2,147784,2
"LAREDO HUERTAS",2,147784,2
"EUAN TUN",3,147784,2
"MIRELES OROZCO",2,147784,2
"BARON ESPINOSA",2,147784,2
"TAPIA MORA",2,147784,2
"ANTONIO LOPEZ",7,147784,2
"VALENCIA CASTAÑEDA",2,147784,2
"MEZA LEON",3,147784,2
"BARRETO MORALES",2,147784,2
"NAVA MOLINA",2,147784,2
"LOPEZ SERRANO",4,147784,2
"KELLY BORBON",4,147784,2
"LEDESMA LARA",4,147784,2
"LUNA LANDEROS",2,147784,2
"LIMA SAMANO",2,147784,2
"NORIS SALAZAR",4,147784,2
"AGUILAR ORTIZ",4,147784,2
"UGARTE LOZA",2,147784,2
"PEREZ CARMONA",2,147784,2
"OSUNA VALDES",2,147784,2
"OBESO GAMEZ",2,147784,2
"ZAMORA MEDINA",2,147784,2
"MONTIEL FRAGOSO",2,147784,2
"PEÑA VALENZUELA",2,147784,2
"RENDON ADAME",2,147784,2
"CAHUANTZI CAHUANTZI",2,147784,2
"SOTO SIMON",2,147784,2
"ROMERO DIMAS",2,147784,2
"OCAMPO TORRES",2,147784,2
"GOVEA SAAVEDRA",4,147784,2
"MERAZ RAMOS",2,147784,2
"BRUNO SANCHEZ",4,147784,2
"MACUIXTLE PANZO",2,147784,2
"BAEZ MUNGUIA",2,147784,2
"PARADA FLORES",1,147784,2
"RUIZ ESPARZA FRANCO",2,147784,2
"JIMENEZ BAZAN",2,147784,2
"MACHUCA CAMPOS",2,147784,2
"BELTRAN CONTRERAS",3,147784,2
"LEDESMA MUNGUIA",2,147784,2
"GALVAN TORRES",2,147784,2
"CASTRO ANGULO",4,147784,2
"ARREAGA MIRANDA",2,147784,2
"BAHENA SANCHEZ",4,147784,2
"ALVARADO TELLEZ",1,147784,2
"GARCIA CISNEROS",2,147784,2
"SALAZAR ACEVEDO",6,147784,2
"BADAL DE LOS SANTOS",2,147784,2
"ESPARZA GUERRERO",2,147784,2
"OLEA VARGAS",2,147784,2
"LULE LEMUS",2,147784,2
"BOLAÑOS ESCOBEDO",2,147784,2
"MESTRE LOZANO",2,147784,2
"OVANDO BAUTISTA",2,147784,2
"ROJAS ALBA",4,147784,2
"CALDERON SANDOVAL",4,147784,2
"LUNA RESENDIZ",2,147784,2
"GONZALEZ ACEVEDO",6,147784,2
"GARCIA SOLORZANO",2,147784,2
"GALLEGOS SALGADO",4,147784,2
"MONTEON ZEPEDA",2,147784,2
"CASTAÑEDA AREVALO",1,147784,2
"ORTIZ VEGA",5,147784,2
"RAMIREZ MARRON",2,147784,2
"PIÑA BUSTILLOS",4,147784,2
"JUAREZ ZARAGOZA",4,147784,2
"CRUZ CANSECO",2,147784,2
"GONZALEZ DIONICIO",2,147784,2
"SANCHEZ CASTRO",4,147784,2
"SANCHEZ SANABRIA",2,147784,2
"PADILLA VERASTEGUI",2,147784,2
"TREJO CISNEROS",3,147784,2
"CEJA RODRIGUEZ",2,147784,2
"SANTOYO DEMETRIO",1,147784,2
"CRUZ NEVAREZ",6,147784,2
"ORTEGA BASURTO",2,147784,2
"DELGADO VENEGAS",6,147784,2
"ISABEL CALDERON",2,147784,2
"HERNANDEZ GERARDO",6,147784,2
"RIOS MONTAÑO",2,147784,2
"VELAZQUEZ BRINDIZ",2,147784,2
"NICANOR BARTOLO",2,147784,2
"ESQUIVEL GARCIA",3,147784,2
"VALDOVINOS MANZO",2,147784,2
"MOTA REYES",2,147784,2
"PACHECO CATANA",2,147784,2
"TERRAZAS JIMENEZ",4,147784,2
"CARRANZA MONTES DE OCA",2,147784,2
"DOMINGUEZ GALAN",2,147784,2
"ARIAS ESQUIVEL",2,147784,2
"FARFAN SANCHEZ",2,147784,2
"MEJIA GALLEGOS",4,147784,2
"VEGA SALCE",2,147784,2
"SUAREZ NUÑEZ",2,147784,2
"MARIN NAJERA",2,147784,2
"VILLALOBOS GAMA",2,147784,2
"RODRIGUEZ SURIANO",3,147784,2
"SARMIENTO CASTORENA",2,147784,2
"SANCHEZ CASILDO",2,147784,2
"MARCELINO ARELLANO",4,147784,2
"RODRIGUEZ JAIME",2,147784,2
"ROMERO GASTELUM",2,147784,2
"ESQUEDA SERNA",2,147784,2
"URIBE COUOH",2,147784,2
"PADILLA GONZALEZ",4,147784,2
"PANTOJA GALLEGOS",2,147784,2
"AQUINO FLORES",2,147784,2
"VICTORIANO OSORIO",2,147784,2
"DIAZ GALLARDO",4,147784,2
"ALVAREZ VERA",4,147784,2
"CASTAN MACIAS",2,147784,2
"GALLEGOS NAVARRO",6,147784,2
"ZAPATA CASTRO",2,147784,2
"ARTEAGA TABOADA",1,147784,2
"CAMPOS GLORIA",2,147784,2
"YURIAR GALINDO",2,147784,2
"SALGADO OLGUIN",5,147784,2
"PADILLA RAMIREZ",4,147784,2
"NICOLAS DOMINGUEZ",2,147784,2
"MAYO JIMENEZ",2,147784,2
"DE LA CRUZ VARGAS",2,147784,2
"BARON JIMENEZ",2,147784,2
"PINZON SANCHEZ",2,147784,2
"PARGA OLVERA",2,147784,2
"GONZALEZ EGUIA",2,147784,2
"POPOCA GARCIA",2,147784,2
"DIAZ ELIZALDE",2,147784,2
"HERNANDEZ SEGOVIANO",4,147784,2
"PERALTA SERAFIN",2,147784,2
"VIEYRA GARFIAS",1,147784,2
"SALINAS FRANCO",2,147784,2
"FIERRO PEREZ",2,147784,2
"PEREZ BARRERAS",4,147784,2
"FABELA GUTIERREZ",2,147784,2
"ORTIZ BARRIGA",2,147784,2
"GAYTAN BERNAL",2,147784,2
"VELASCO RICARDO",2,147784,2
"COPADO SALINAS",2,147784,2
"VILLAGOMEZ LOPEZ",4,147784,2
"CHETLA RODRIGUEZ",2,147784,2
"HIGUELDO CARDEÑO",2,147784,2
"SAUCEDO RAMIREZ",4,147784,2
"CORTES LARIS",2,147784,2
"OCAMPO DE LOS SANTOS",3,147784,2
"LOPEZ MAQUEDA",2,147784,2
"DELABRA PINEDA",2,147784,2
"FUENTES BUSTOS",4,147784,2
"MOLATORE DABBADIE",2,147784,2
"ZAMUDIO ANGELES",4,147784,2
"ONTIVEROS RODRIGUEZ",2,147784,2
"URBANO CRUZ",4,147784,2
"VELEZ MIRANDA",2,147784,2
"BARAJAS RODRIGUEZ",2,147784,2
"HERNANDEZ BAÑOS",4,147784,2
"VARGAS NERI",2,147784,2
"PERALES RODRIGUEZ",2,147784,2
"ADAME RUIZ",2,147784,2
"ALVIAR NIETO",2,147784,2
"OCAMPO CERRO",2,147784,2
"CRUZ CABRERA",6,147784,2
"SAMPEDRO RIVERA",2,147784,2
"MUUZURI SEVERIANO",2,147784,2
"OROZCO ELIAS",2,147784,2
"ESCOBEDO JUAREZ",2,147784,2
"ANDRADE RENTERIA",2,147784,2
"MALDONADO QUINTERO",2,147784,2
"SUSTAITA ALONSO",2,147784,2
"MOCTEZUMA MONTES DE OCA",2,147784,2
"BASTO SULUB",2,147784,2
"GORROSQUIETA GONZALEZ",2,147784,2
"RODRIGUEZ ROMAN",6,147784,2
"MARTINEZ MONRROY",2,147784,2
"REY TALAMANTES",2,147784,2
"MALDONADO CALLEJA",5,147784,2
"TAMAYO CONTRERAS",2,147784,2
"UTRERA SERRANO",2,147784,2
"GARCIA MACIAS",2,147784,2
"SANDOVAL OCHOA",4,147784,2
"SANCHEZ BACHO",2,147784,2
"CASTRO MORIN",2,147784,2
"GUEVARA CHAVARRIN",2,147784,2
"LEON CARRETO",2,147784,2
"LEYVA PEREZ",2,147784,2
"TREJO CALVARIO",2,147784,2
"LUIS ESPINOSA",2,147784,2
"ESPARZA SANTANA",2,147784,2
"LARA DE COSS",2,147784,2
"VAZQUEZ NIETO",6,147784,2
"TORRES RUIZ",8,147784,2
"VEGA TERAN",2,147784,2
"VALENZUELA ALATORRE",2,147784,2
"ALVAREZ PEREZ",6,147784,2
"RAMIREZ ALTAMIRANO",2,147784,2
"CAZARES HERRERA",2,147784,2
"CORTES PRIETO",2,147784,2
"LOPEZ VALENTIN",3,147784,2
"MARTINEZ FARFAN",2,147784,2
"RAMIREZ CLARA",2,147784,2
"VILLEDA ELOTLAN",2,147784,2
"GONZALEZ MACEDO",4,147784,2
"ORNELAS CAMACHO",2,147784,2
"BARRIOS HERNANDEZ",6,147784,2
"VICTORIA ALVAREZ",2,147784,2
"LUIS TREJO",2,147784,2
"HERRERA CERQUEDA",2,147784,2
"MARMOLEJO HERNANDEZ",4,147784,2
"ESCOBEDO SANCHEZ",2,147784,2
"OROZCO TREJO",2,147784,2
"NAVA CORDERO",2,147784,2
"CORTES HIPOLITO",4,147784,2
"MUÑIZ DELGADO",8,147784,2
"GALLEGOS DIAZ",2,147784,2
"ROMERO VILLALOBOS",2,147784,2
"PINA LOA",2,147784,2
"CERPA GONZALEZ",4,147784,2
"TREJO SAUCEDO",2,147784,2
"CARDEÑA FLORES",2,147784,2
"SILVA GUTIERREZ",4,147784,2
"SOLTERO RAMIREZ",3,147784,2
"RUIS GARDUÑO",2,147784,2
"RODRIGUEZ OLIVO",5,147784,2
"QUINTANA PEREZ",3,147784,2
"GASPAR SAENZ",2,147784,2
"DIAZ VILLEDA",5,147784,2
"BOCARDO AGUILAR",2,147784,2
"GONZALEZ ROQUE",7,147784,2
"BELTRAN VIDAL",4,147784,2
"CORRALES MATA",2,147784,2
"ROBLERO ROMERO",6,147784,2
"SANCHEZ TAIPE",2,147784,2
"BALDERAS DE LA CRUZ",2,147784,2
"VAZQUEZ YERENA",3,147784,2
"SOLORIO HERNANDEZ",2,147784,2
"ROA SEGURA",2,147784,2
"ALMARAZ GONZALEZ",2,147784,2
"GRANDE ATEMPA",2,147784,2
"MONROY RAMIREZ",2,147784,2
"PACHECO MENDOZA",2,147784,2
"MENEZ JIMENEZ",4,147784,2
"JUAREZ SILVA",2,147784,2
"MONREAL OCHOA",2,147784,2
"ALBARRAN ABUNDIS",2,147784,2
"MONTOYA VAZQUEZ",5,147784,2
"HERRERA CAMACHO",2,147784,2
"CRISTOBAL DOMINGUEZ",2,147784,2
"INFANTE ESCOBEDO",2,147784,2
"LOPEZ MAY",2,147784,2
"VILLATORO HERNANDEZ",2,147784,2
"RIVEROS MARQUEZ",2,147784,2
"BELTRAN GARCIA",8,147784,2
"VERA AGREDA",2,147784,2
"ALONZO GUILLEN",2,147784,2
"NAVARRETE CARO",2,147784,2
"URQUIDEZ OLIVAREZ",2,147784,2
"RIVERA ROMERO",2,147784,2
"HUERTA GUERRERO",4,147784,2
"SERNA ROJAS",2,147784,2
"CUELLO MORENO",2,147784,2
"SANTIBAÑEZ ARELLANO",4,147784,2
"LARA REYES",2,147784,2
"CIRIACO GONZALEZ",4,147784,2
"FUENTES VILLA",3,147784,2
"SERRANO CUENCA",2,147784,2
"MARTINEZ IXBA",2,147784,2
"LOPEZ VELASQUEZ",6,147784,2
"MARIN JUAREZ",2,147784,2
"ARROYO MEZA",2,147784,2
"OSORIO RIVERA",2,147784,2
"SOLORZANO ARROYO",2,147784,2
"CASTRO URBINA",2,147784,2
"FRIAS RAMIREZ",4,147784,2
"ARIZMENDI ESCOBAR",2,147784,2
"MARTINEZ SALDAÑA",4,147784,2
"VELEZ SALGADO",2,147784,2
"REYES CARRANZA",2,147784,2
"FLORES AYALA",4,147784,2
"MARTINEZ BARCENAS",2,147784,2
"CRUZ MARQUINA",2,147784,2
"GALICIA VALENZUELA",2,147784,2
"FLORES VELA",5,147784,2
"ALFARO DE LEON",2,147784,2
"TEOMITZI AHUATZI",6,147784,2
"SERRANO ABARCA",2,147784,2
"BELTRAN VALLES",2,147784,2
"HURTADO QUEZADA",4,147784,2
"VALLEJO CALDERO N",2,147784,2
"VALLES MONTAÑEZ",2,147784,2
"VILLASEÑOR CARMONA",2,147784,2
"LAVANA GENIS",2,147784,2
"VEGA MORAN",3,147784,2
"TAPIA AGUILAR",4,147784,2
"MEDINA OROZCO",2,147784,2
"CARRASCO GONZALEZ",4,147784,2
"BORJA JUAREZ",7,147784,2
"MADRIGAL ROBLES",2,147784,2
"BARAJAS REYES",4,147784,2
"PLATA FABELA",2,147784,2
"AGUIRRE MALDONADO",6,147784,2
"ESPINOSA ARANDA",4,147784,2
"BARRIOS MELCHOR",2,147784,2
"ESQUIVEL URRIETA",2,147784,2
"LEON SUAREZ",4,147784,2
"MANUEL PEREZ",2,147784,2
"AGUSTIN VILLARREAL",3,147784,2
"LOPEZ QUIÑONEZ",2,147784,2
"VELAZQUEZ LUNA",6,147784,2
"URIBE VIDAL",2,147784,2
"PEÑA TOVILLA",2,147784,2
"SALAMANCA SANCHEZ",4,147784,2
"COLIN GONZALEZ",4,147784,2
"HUAPILLA RAFAEL",2,147784,2
"IZAGUIRRE SALAZAR",2,147784,2
"ARGUELLO BADILLO",2,147784,2
"RAMOS GARCIA",28,147784,2
"TRIGUEROS MARTINEZ",8,147784,2
"MEJIA JUAREZ",2,147784,2
"CASTILLO BONILLA",2,147784,2
"ROMERO TREJO",2,147784,2
"ZAMORA RUIZ",2,147784,2
"DOLORES HERNANDEZ",2,147784,2
"BUCIO GUTIERREZ",2,147784,2
"LOPEZ GRIMALDO",2,147784,2
"SILVA LARA",4,147784,2
"TRUJILLO MENDOZA",5,147784,2
"LAZARO FELIPE",2,147784,2
"DOROTEO ALVIRDE",2,147784,2
"VERGARA CATEMAXCA",2,147784,2
"JANSEN ZAPATA",2,147784,2
"JIMENEZ CORDOBA",4,147784,2
"ZAVALETA REYNA",2,147784,2
"LUCAS ACOSTA",4,147784,2
"BARTOLON RAMIREZ",2,147784,2
"FORTUNA CELIS",17,147784,2
"AGUILAR VAZQUEZ",4,147784,2
"DE PAZ FARRERA",2,147784,2
"NAVARRO LUNA",2,147784,2
"GARCIA PIEDRA",2,147784,2
"TOVAR CHAVARIN",2,147784,2
"GUTIERREZ RUIZ",8,147784,2
"VILLEGAS LUNA",6,147784,2
"GALLEGOS ALVARADO",4,147784,2
"JUAREZ ALVAREZ",6,147784,2
"LAGUNAS FLORES",2,147784,2
"VAZQUEZ SALAZAR",3,147784,2
"SALAZAR NOYOLA",2,147784,2
"FRANCO OCHOA",2,147784,2
"ROMAN JOACHIN",2,147784,2
"PADILLA ALDANA",1,147784,2
"ULLOA ALEGRIA",2,147784,2
"RANGEL CACIQUE",2,147784,2
"DELGADO ROSALES",2,147784,2
"LUCERO FRANCISCO",2,147784,2
"NAJERA ROMERO",2,147784,2
"EGUIZA ELIZARRARAZ",2,147784,2
"TUZ LOPEZ",4,147784,2
"RENDON FLORES",2,147784,2
"GAMBOA MORENO",2,147784,2
"IBARRA BARRON",2,147784,2
"CISNEROS QUIÑONEZ",2,147784,2
"SALAZAR VELASCO",2,147784,2
"GUERRERO OSORIO",2,147784,2
"SANTACRUZ RODRIGUEZ",2,147784,2
"MALAGON GARCIA",2,147784,2
"GODINEZ TAPIA",3,147784,2
"MANZANO VASQUEZ",2,147784,2
"GARCIA BERRONES",2,147784,2
"AVILES DIAZ",2,147784,2
"LOPEZ AGUIRRE",6,147784,2
"VERA MARIN",2,147784,2
"GUEVARA FUENTES",4,147784,2
"DE LA CRUZ MARQUEZ",2,147784,2
"SALGADO HERNANDEZ",9,147784,2
"LUCERO CORTES",4,147784,2
"POSADA GARCIA",2,147784,2
"DIAZ VILLASEÑOR",2,147784,2
"SERRANO ARANGO",2,147784,2
"FONSECA HERNANDEZ",4,147784,2
"CASTILLO MENDOZA",4,147784,2
"BAÑUELOS SALAZAR",2,147784,2
"MENDEZ CAMPOS",2,147784,2
"SOSA OSORIO",2,147784,2
"MEZA CORTEZ",2,147784,2
"SALAZAR CORRALES",4,147784,2
"MORALES TOSCANO",4,147784,2
"ORTEGA CARRANZA",2,147784,2
"SOLORZANO PINEDA",2,147784,2
"MURILLO FLORES",2,147784,2
"LOPEZ TOLEDO",4,147784,2
"GARCIA TOCHIHUITL",2,147784,2
"CASTRO CABRERA",2,147784,2
"HUERTA BAUTISTA",2,147784,2
"COTERA MEDINA",2,147784,2
"TAFOLLA LLANOS",2,147784,2
"ARGUELLES AGUIRRE",2,147784,2
"SALAS GALAN",2,147784,2
"HU GONZALEZ",2,147784,2
"RONQUILLO ONTIVEROS",4,147784,2
"HERNANDEZ GALDAMEZ",2,147784,2
"HERNADEZ MARCIAL",2,147784,2
"QUIRINO CORTEZ",4,147784,2
"MIRAMONTES GARCIA",2,147784,2
"GRANADOS NEGRETE",3,147784,2
"REYES SILVA",1,147784,2
"RIVERA PANUCO",2,147784,2
"GRANADOS MEDRANO",2,147784,2
"AVILA SANTAMARIA",2,147784,2
"ESPINOZA SILVA",2,147784,2
"ZARAGOZA SANCHEZ",6,147784,2
"ACEVEDO SANCHEZ",6,147784,2
"CASILLAS GUTIERREZ",2,147784,2
"PEREZ RESENDIZ",6,147784,2
"SUAREZ RESENDIZ",4,147784,2
"VILLEGAS BELLO",4,147784,2
"CEJUDO AVILES",2,147784,2
"GUTIERREZ CIGARROA",3,147784,2
"GALICIA APALE",2,147784,2
"UNDA MIRANDA",2,147784,2
"LECHUGA LIMA",4,147784,2
"MONTOYA VALDIVIEZO",2,147784,2
"ROBLES RIOS",3,147784,2
"DE LOS SANTOS DE LA CRUZ",4,147784,2
"CRUZ ESCAMILLA",5,147784,2
"BERNARDINO NAVA",2,147784,2
"FIERROS ALVAREZ",2,147784,2
"VELAZQUEZ AVENDAÑO",4,147784,2
"SANTIAGO GABRIEL",2,147784,2
"ESPINOSA TRUJILLO",2,147784,2
"CABALLERO CAMACHO",2,147784,2
"FLORES CORONA",2,147784,2
"SANDOVAL HOLGUIN",5,147784,2
"RODRIGUEZ CORONADO",2,147784,2
"TORRES PLATAS",2,147784,2
"GRANADERO FLORES",2,147784,2
"MUÑOZ ORTIZ",2,147784,2
"MARROQUIN SALGADO",2,147784,2
"ESPINAL SANCHEZ",2,147784,2
"PEREZ DEL TORO",1,147784,2
"PALACIOS PINEDA",2,147784,2
"CORDOVA DE LA ROSA",1,147784,2
"NAVA VALDEZ",3,147784,2
"MAYO LOPEZ",4,147784,2
"OLVERA ANDRADE",2,147784,2
"ECHEVARRIA CLEMENTE",3,147784,2
"MORENO ZUÑIGA",2,147784,2
"VENEGAS MORALES",2,147784,2
"CORTES MARTINEZ",6,147784,2
"PEDRAZA VICTORES",2,147784,2
"TOVAR MUÑOZ",2,147784,2
"MORIN ROMERO",2,147784,2
"SOBERANIS FERNANDEZ",1,147784,2
"PASCACIO RAMOS",2,147784,2
"SANTA ROSA HERNANDEZ",2,147784,2
"URCINO GARCIA",2,147784,2
"REYNA JAIME",2,147784,2
"RANGEL SAUCEDO",4,147784,2
"MIRANDA CRUZ",2,147784,2
"OLIVARES MENDOZA",2,147784,2
"ISLAS IBARRA",2,147784,2
"GUZMAN VERA",4,147784,2
"VASQUEZ AMBROCIO",2,147784,2
"ROCHA ESCOBAR",2,147784,2
"ANDRADE DIAZ",6,147784,2
"SANDOVAL MARTINEZ",8,147784,2
"VILLANUEVA GEA",2,147784,2
"SALINAS PRIETO",2,147784,2
"RODRIGUEZ TELLO",5,147784,2
"PATRON RAMIREZ",2,147784,2
"CASTAN CABRALES",4,147784,2
"LIRA LUNA",2,147784,2
"TAJIMAROA MORA",2,147784,2
"ORTIZ BARRIOS",2,147784,2
"CERON MARTINEZ",2,147784,2
"ZAMORA BORJA",2,147784,2
"ALVAREZ RICO",4,147784,2
"LOPEZ ENRIQUE",2,147784,2
"BECERRIL RODRIGUEZ",2,147784,2
"SANCHEZ VELASCO",2,147784,2
"MORENO HILARIO",2,147784,2
"GUIZA HUERTA",2,147784,2
"ALDACO AGUILERA",2,147784,2
"QUINTANA MUÑIZ",4,147784,2
"FLORES SOLACHE",6,147784,2
"SERNA MONZON",2,147784,2
"OJEDA RAMIREZ",4,147784,2
"NORIEGA OZUNA",4,147784,2
"VEGA JIMENEZ",2,147784,2
"QUINTERO SALCEDO",2,147784,2
"CRUZ SOLIS",2,147784,2
"IÑIGUEZ VELAZQUEZ",2,147784,2
"LOPEZ SALVADOR",4,147784,2
"ACUÑA GOMEZ",2,147784,2
"SUAZO OLEA",2,147784,2
"SIERRA SIERRA",6,147784,2
"ALVAREZ VILLARREAL",4,147784,2
"ZETINA CAUICH",2,147784,2
"GONZALEZ FRIAS",2,147784,2
"JORDAN MORALES",2,147784,2
"GUERRERO BELTRAN",1,147784,2
"ROSALES LEMUS",3,147784,2
"CUAHUA HERNANDEZ",4,147784,2
"BARAJAS GUERRERO",2,147784,2
"DE LUNA CASTAÑEDA",2,147784,2
"HORABUENA CADENA",2,147784,2
"LOPEZ NICOLAS",9,147784,2
"JUAREZ RUIZ",2,147784,2
"ALVARADO SANCHEZ",10,147784,2
"VELASCO RODRIGUEZ",2,147784,2
"SUAREZ VILCHEZ",2,147784,2
"RAMOS DE BENITO",2,147784,2
"LOPEZ DURAN",2,147784,2
"URBINA SEPULVEDA",2,147784,2
"ESPINOBARROS NOLASCO",2,147784,2
"QUEVEDO PARTIDA",2,147784,2
"PALACIOS ABARCA",2,147784,2
"PIO TINOCO",2,147784,2
"BELTRAN BARRUETA",2,147784,2
"VALENCIA GUIDO",6,147784,2
"ROBLEDO CORONA",2,147784,2
"RAMOS ZAVALETA",2,147784,2
"VELAZQUEZ VENTURA",2,147784,2
"ARAGON DAMIAN",2,147784,2
"ZAVALA URETA",2,147784,2
"MARTINEZ HURTADO",6,147784,2
"MOCTEZUMA OCAMPO",4,147784,2
"GUTIERREZ ORDOÑEZ",5,147784,2
"ANDRES CORTES",2,147784,2
"ALVAREZ COLIN",5,147784,2
"BARAJAS ANDRADE",2,147784,2
"SANCHEZ CHAVEZ",12,147784,2
"NEVAREZ ZAVALA",2,147784,2
"MORALES RIVEIRO",2,147784,2
"AVILA GUTIERREZ",7,147784,2
"MADRIGAL CARRILLO",2,147784,2
"CASTAÑEDA ROMANO",2,147784,2
"RODRIGUEZ CHITICA",2,147784,2
"VELAZQUEZ VARGAS",2,147784,2
"CALVILLO RUIZ",2,147784,2
"ALMANZA SANTOYO",2,147784,2
"GOMEZ JAIMES",4,147784,2
"CASTILLO MACIAS",2,147784,2
"VALENCIA GOMEZ",4,147784,2
"MARTINEZ CARREÑO",2,147784,2
"ROSARIO CUELLAR",2,147784,2
"SOLIS SOLIS",2,147784,2
"ESTRADA ESTRADA",2,147784,2
"RAMIREZ BARRIOS",2,147784,2
"MARTINEZ MONROY",10,147784,2
"ROJAS LUNA",2,147784,2
"RODRIGUEZ BRICEÑO",1,147784,2
"CALIXTO CARMONA",2,147784,2
"ESCALANTE JUAREZ",6,147784,2
"CONTRERAS IRUNGARAY",2,147784,2
"VELAZQUEZ ALCANTAR",2,147784,2
"ALVARADO HUESCA",2,147784,2
"CASTILLO AVILA",6,147784,2
"VALENZUELA ORTIZ",3,147784,2
"CORDOVEZ ORTA",2,147784,2
"ASCENCIO RAMOS",2,147784,2
"CARVAJAL DE LAS HERAS",2,147784,2
"MELGOZA GUTIERREZ",2,147784,2
"VARELA LIZARDI",2,147784,2
"VAZQUEZ BALDERAS",4,147784,2
"ROMERO CORPUS",2,147784,2
"POLANCO AVILES",4,147784,2
"JARAMILLO MARTINEZ",3,147784,2
"MARTINEZ SARABIA",2,147784,2
"MONTES ORTIZ",2,147784,2
"TLALPAN SANCHEZ",4,147784,2
"BARRAGAN ESPINOZA",2,147784,2
"MARTINEZ REGALADO",4,147784,2
"ARGUELLO SANCHEZ",2,147784,2
"MONTES RANGEL",2,147784,2
"LOYO ORTEGA",6,147784,2
"MEDINA VERA",2,147784,2
"CONTRERAS GAONA",2,147784,2
"ESPINOZA MENDEZ",4,147784,2
"MORALES ARANO",2,147784,2
"ZEPEDA RUIZ",2,147784,2
"MARQUEZ TAPIA",2,147784,2
"PRECIADO RODRIGUEZ",4,147784,2
"FRAUSTO MARTINEZ",2,147784,2
"BORUEL MORENO",2,147784,2
"ZAPATERO GARCIA",2,147784,2
"VILLALPANDO AYALA",2,147784,2
"MORENO MONDRAGON",2,147784,2
"GONZALEZ PATIÑO",2,147784,2
"DE JESUS MORALES",4,147784,2
"REYNOSO NUÑEZ",4,147784,2
"SANTANA MONTIEL",2,147784,2
"SANTUARIO TULA",4,147784,2
"MONTAL LIMA",2,147784,2
"CASTELLANOS RAMIREZ",2,147784,2
" MIRANDA",2,147784,2
"OLARTE MERCADER",2,147784,2
"REGINO PANTOJA",2,147784,2
"RIVERA HINOJOSA",2,147784,2
"RIVERA DUQUE",2,147784,2
"CARRETO GARNICA",2,147784,2
"YAÑEZ ABRAHAM",2,147784,2
"SAMPE OROZCO",2,147784,2
"OROZCO CORDERO",2,147784,2
"ORTIZ VALENTIN",2,147784,2
"CANDELAS CARMONA",2,147784,2
"AVILA ECHEVERRIA",2,147784,2
"LOPEZ RUBIO",4,147784,2
"NERI RANGEL",2,147784,2
"CORTEZ BAXIN",2,147784,2
"BAXCAJAI SANTOS",2,147784,2
"MARTINEZ ASCENCIO",2,147784,2
"CASTILLO VEGA",4,147784,2
"GUZMAN MORIN",4,147784,2
"SANCHEZ VENTURA",2,147784,2
"CURIEL JARA",4,147784,2
"IBARRA FUENTES",2,147784,2
"GONZALEZ CANALES",2,147784,2
"PALALIA JUAREZ",2,147784,2
"LARA RAMON",3,147784,2
"MOTA PERALTA",2,147784,2
"MAZY GUTIERREZ",2,147784,2
"MARCITO ENRIQUEZ",2,147784,2
"VILLA CORTEZ",4,147784,2
"LOPEZ VALLE",2,147784,2
"PALMA RODRIGUEZ",4,147784,2
"VILLARREAL REYES",4,147784,2
"DIAZ VILLA",2,147784,2
"LOPEZ JACINTO",2,147784,2
"PIÑA ALONSO",2,147784,2
"MOLINA ARIAS",2,147784,2
"VILLALOBOS HINOJOSA",4,147784,2
"JUAREZ CASIMIRO",2,147784,2
"FELIPE CASTAÑON",3,147784,2
"GOMEZ URIBE",1,147784,2
